text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_7.started,text_7.stopped,button_3.started,button_3.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
8.812748214999374,None,8.812748214999374,None,1,[3.4097993660006978],[3.4098021130002962],12.223776933599492,None,12.223776933599492,None,1,[0.0002361309998377692],[0.00023856699954194482],12.223776933599492,None,12.223776933599492,None,1,[0.00022237800021684961],[0.00022435200025938684],,,,,,,
