text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
9.372121615999276,None,9.372121615999276,None,1,[1.6321215669995581],[1.63212447099977],11.003849705599531,None,11.003849705599531,None,1,[0.0003825130006589461],[0.0003846260005957447],,,,,,,
