text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_7.started,text_7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.093393089000529,None,9.093393089000529,None,1,[19.065576228999817],[19.06557883000005],28.16046817500046,None,36.163000070000635,None,36.163000070000635,None,1,[2.6846745980001288],[2.6846766130001924],38.846592390000296,None,space,8.358911205999902,38.846592390000296,None,1,001,2021_Dec_03_1845,Trial_Exp,2021.2.3,60.00752590374272,
