text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
8.562890206000702,None,8.562890206000702,None,1,[1.9654012809996857],[1.965403789999982],10.528694047600037,None,10.528694047600037,None,1,[0.00030628700005763676],[0.0003086300002905773],,,,,,,
