text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
8.599402117999944,None,8.599402117999944,None,1,[8.265971455999988],[8.265974400000232],16.864749780600004,None,16.864749780600004,None,1,[0.0002803160000439675],[0.00028238599998076097],,,,,,,
