text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
8.838524938000006,None,8.838524938000006,None,1,[2.798528662999985],[2.7985312899999997],,,,,,,
