sound_files,answer,first_time,second_time,third_time,fourth_time,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,polygon_4.started,polygon_4.stopped,sound_3.started,sound_3.stopped,polygon_2.started,polygon_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sound_4.started,sound_4.stopped,polygon_5.started,polygon_5.stopped,sound_5.started,sound_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.29646064499866,None,space,0,2.561473798999941,10.29646064499866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/820.0.wav,lshift,4.0,8.0,12.0,6.0,0,0,0,0,,,,,,,,13.227090688998942,None,13.212333439099165,None,18.230321465998713,None,18.230301066099127,None,22.231747493999137,None,22.232399536099546,None,26.23292817299989,None,lshift,1,1.5615066539994586,27.216458402999706,None,26.2329477380983,None,28.80011851999916,None,28.80012350909892,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/826.0.wav,lshift,5.0,9.0,13.0,10.0,0,1,1,1,,,,,,,,38.8028760319994,None,38.80306553909868,None,40.803796777998286,None,40.80389505409876,None,44.805215510999915,None,44.8052419450989,None,48.805771053999706,None,lshift,1,2.46786742400036,49.79005067699836,None,48.80598952909823,None,52.29033214299852,None,52.290546251098206,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/832.0.wav,lshift,6.0,10.0,14.0,8.0,0,2,2,2,,,,,,,,61.29307454699847,None,61.29309259409929,None,64.29426005599998,None,64.29428801909962,None,68.29478346399992,None,68.2947810930993,None,72.29604124999969,None,lshift,1,1.6424745880012779,73.2794599179997,None,72.29612167409978,None,74.9472696569992,None,74.94725513409976,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/838.0.wav,lshift,4.0,8.0,12.0,9.0,0,3,3,3,,,,,,,,84.95014994699886,None,84.9501550740999,None,87.95061560199974,None,87.95046764009858,None,91.95187026799977,None,91.95170787209936,None,95.95314418299859,None,lshift,1,1.2892855339996458,96.93665086599867,None,95.9530407680988,None,98.25338012599968,None,98.25363001109982,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/844.0.wav,lshift,2.0,6.0,10.0,7.0,0,4,4,4,,,,,,,,105.25586191199909,None,105.25593390109971,None,108.25627353899836,None,108.25633024009876,None,112.2576640849984,None,112.25758752109978,None,116.25888678099909,None,lshift,1,2.4155525429996487,117.2423664429989,None,116.25891813309973,None,119.67683052399843,None,119.67685096309943,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/850.0.wav,rshift,3.0,7.0,11.0,8.0,0,5,5,5,,,,,,,,126.67852538899933,None,126.67860827909972,None,128.67878922199998,None,128.67879805109914,None,132.68001612399894,None,132.68014958209932,None,136.68130100599956,None,rshift,1,0.23309372999938205,137.66482067499965,None,136.68141135009972,None,137.9150336469993,None,137.91485595509874,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/856.0.wav,rshift,6.0,10.0,14.0,6.0,0,6,6,6,,,,,,,,144.91730643399933,None,144.91732259509917,None,149.9187872199982,None,149.91873838309874,None,153.91927625899916,None,153.9192683710982,None,157.92061827899852,None,rshift,1,0.0738592180005071,158.90408767499866,None,157.9206075050999,None,159.00489367699993,None,159.0052519640987,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/862.0.wav,rshift,5.0,9.0,13.0,10.0,0,7,7,7,,,,,,,,168.00681960899965,None,168.00676612209935,None,170.0079986619985,None,170.0079050840988,None,174.0092206169993,None,174.00922154609833,None,178.0098661309985,None,rshift,1,0.25661514900093607,178.9773161129997,None,178.0098396250989,None,179.2606127989984,None,179.2609919280996,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
Audio/868.0.wav,rshift,4.0,8.0,12.0,9.0,0,8,8,8,,,,,,,,185.26253774199904,None,185.26242169809956,None,187.26270988099895,None,187.2625164660996,None,191.26370005199897,None,191.26379659109915,None,195.26511322499937,None,rshift,1,2.4413852729994687,196.2485715269995,None,195.265284120099,None,198.71557789899998,None,198.7155812330995,None,,001,2021_Nov_27_2120,Trial_Exp,2021.2.3,59.995881762747,
