text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
12.949389352999788,None,12.949389352999788,None,1,[2.753688298999805],[2.7536909760001436],15.70387474800009,None,23.70626285399976,None,23.70626285399976,None,1,[6.952398413000083],[6.952400656999998],,,,,,,
