text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,polygon_4.started,polygon_4.stopped,sound_3.started,sound_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.11166061699987,None,space,0,1.6531455160002224,10.11166061699987,None,,,,,,,,,,,,,,001,2021_Nov_27_2245,Trial_Exp,2021.2.3,59.985162910063096,
,,,,,,,18.807846732001053,None,18.785244248471646,None,24.825567621999653,None,24.82157783049006,None,25.82402379300038,None,25.8240481335004,None,,,,,,,
