text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.033203787001185,None,space,0,5.548062366000522,10.033203787001185,None,,,,,,001,2021_Nov_27_2133,Trial_Exp,2021.2.3,59.91015657240741,
,,,,,,,15.607601466999768,None,15.607315242100594,None,,,,,,,
