text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.060837168000035,None,space,0,3.8801349099994695,12.060837168000035,None,,001,2021_Nov_27_1926,Trial_Exp,2021.2.3,59.95112867920562,
