text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_7.started,text_7.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.27577857399956,None,12.27577857399956,None,1,[2.788868671000273],[2.7888711340001464],15.065793621999546,None,23.068416262000028,None,23.068416262000028,None,1,[7.902448863000245],[7.902450949000013],30.970217634999244,None,space,7.758019304999834,30.970217634999244,None,1,001,2021_Dec_03_1914,Trial_Exp,2021.2.3,60.045008417487495,
