text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text_7.started,text_7.stopped,button_3.started,button_3.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
37.40205880100075,None,37.40205880100075,None,1,[5.377194865000092],[5.377197671000431],42.779577704000076,None,50.781426885000656,None,50.781426885000656,None,1,[8.23672256000009],[8.236725139000555],59.017387856999996,None,59.017387856999996,None,1,[0.00039447600011044415],[0.0003967559996453929],,,,,,,
