trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.628311553000458,None,space,0,4.53311434599982,9.628311553000458,None,,,,,,,,,1,001,2021_Dec_01_2035,Trial_Exp,2021.2.3,59.99528533048434,
,,,,,,,,,,,15.44268197800011,None,15.439992747599353,None,22.432313023999995,None,22.44164173359932,None,,,,,,,
