text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,polygon_4.started,polygon_4.stopped,sound_3.started,sound_3.stopped,polygon_2.started,polygon_2.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sound_4.started,sound_4.stopped,polygon_5.started,polygon_5.stopped,sound_5.started,sound_5.stopped,text_2.started,text_2.stopped,polygon_6.started,polygon_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.03552206599852,None,space,0,1.6045468780012015,10.03552206599852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Nov_27_2139,Trial_Exp,2021.2.3,59.99609665387001,
,,,,,,,11.665485652998541,None,11.665516805499283,None,16.666819875999863,None,16.66676730850013,None,20.667619724999895,None,20.667321234500196,None,24.66860151399851,None,lshift,0,4.275972757999625,25.652101255998787,None,,,,,,,,,,,,001,2021_Nov_27_2139,Trial_Exp,2021.2.3,59.99609665387001,
,,,,,,,,,,,,,,,,,,,,,,,,,,24.668659699499404,None,29.953479523999704,None,29.953467623498728,None,41.95381366299989,44.957985046999966,41.95381366299989,None,,,,,,,
