text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
8.640011634000075,None,8.640011634000075,None,1,[2.189184908000243],[2.1891874960001587],10.828713112000514,None,18.830937827000525,None,18.830937827000525,None,1,[32.71040250200076],[32.710405517000254],,,,,,,
