text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.336286937003024,None,space,0,2.5406454680014576,9.336286937003024,None,,001,2021_Nov_27_2234,Trial_Exp,2021.2.3,60.23888416236378,
