trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.22502953700132,None,space,0,4.095630616999188,13.22502953700132,None,,,,001,2021_Nov_27_2021,Trial_Exp,2021.2.3,59.99086914930427,
,,,,,,,,,,,None,None,,,,,,,
