trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.83388671600187,None,space,0,5.43157763400086,8.83388671600187,None,1,001,2021_Dec_01_2353,Trial_Exp,2021.2.3,59.88218909918607,
