text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.004728289000923,None,space,0,2.607551559998683,13.004728289000923,None,,,,,,,,,,001,2021_Nov_27_2130,Trial_Exp,2021.2.3,59.956324815474645,
,,,,,,,15.631269937999605,None,15.630951000099595,None,21.632488523000575,None,21.632499567100602,None,,,,,,,
