trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.787799290000294,None,space,0,1.6190859549997185,7.787799290000294,None,,,,,,,,,1,001,2021_Dec_01_2038,Trial_Exp,2021.2.3,60.077858621697295,
,,,,,,,,,,,10.68476167300014,None,10.683162045400604,None,13.673622952000187,None,13.68361506340052,None,,,,,,,
