trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,33.056600019999905,None,33.056600019999905,None,1,[1.7418930459998592],[1.741897224000013],34.804982353000014,None,space,0,2.5922981869998694,34.804982353000014,None,,,,,1,001,2021_Dec_02_1212,Trial_Exp,2021.2.3,59.97792992113634,
,,,,,,,,,,,,,,,,,,38.68493151400003,None,38.67910709399994,None,,,,,,,
