text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,polygon_3.started,polygon_3.stopped,sound_2.started,sound_2.stopped,polygon_4.started,polygon_4.stopped,sound_3.started,sound_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.87690548899991,None,space,0,2.2002897080019466,9.87690548899991,None,,,,,,,,,,,,,,001,2021_Nov_27_2247,Trial_Exp,2021.2.3,59.98398487639612,
,,,,,,,19.110321119998844,None,19.10661203202253,None,28.116729657998803,None,28.12311864200965,None,29.12180125499799,None,29.12182126600019,None,,,,,,,
