text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
10.595089074000043,None,10.595089074000043,None,1,[6.405852693999975],[6.405855369999983],,,,,,,
