text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
8.292782778999936,None,8.292782778999936,None,1,[3.9911396630000127],[3.9911421399999654],,,,,,,
