text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
8.23837414100035,None,8.23837414100035,None,1,[4.179121239999404],[4.179123418999552],,,,,,,
