text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
14.442833353000196,None,14.442833353000196,None,1,[11.608770966000066],[11.608773582999902],,,,,,,
