text_6.started,text_6.stopped,button_2.started,button_2.stopped,button_2.numClicks,button_2.timesOn,button_2.timesOff,text_8.started,text_8.stopped,text_4.started,text_4.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
8.218230485999811,None,8.218230485999811,None,1,[1.5682752040002015],[1.5682777720003287],9.784205684999506,None,17.786962913000025,None,17.786962913000025,None,1,[12.97058935899986],[12.9705917149995],,,,,,,
