trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_files,answer,first_time,second_time,third_time,fourth_time,text.started,text.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,sound_1.started,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.094204759999684,None,space,0,3.2228543559999707,8.094204759999684,None,,,,,1,001,2021_Dec_01_1912,Trial_Exp,2021.2.3,60.016046850543354,
,,,,,,,,,,,,,,,,,12.599540185000023,None,12.589241695798227,None,,,,,,,
